7.499999999999999722e-03,-2.599530737167624152e-08,0.000000000000000000e+00
7.499999999999999722e-03,-5.199061474335248304e-08,0.000000000000000000e+00
7.499999999999999722e-03,-7.798592211502871795e-08,0.000000000000000000e+00
7.499999999999999722e-03,-1.039812294867049661e-07,0.000000000000000000e+00
7.499999999999999722e-03,-1.299765368583812142e-07,0.000000000000000000e+00
7.499999999999999722e-03,-1.559718442300574624e-07,0.000000000000000000e+00
7.499999999999999722e-03,-1.819671516017337105e-07,0.000000000000000000e+00
7.499999999999999722e-03,-2.079624589734099586e-07,0.000000000000000000e+00
7.499999999999999722e-03,-2.339577663450862068e-07,0.000000000000000000e+00
7.499999999999999722e-03,-2.599530737167624284e-07,0.000000000000000000e+00
7.499999999999999722e-03,-2.859483810884386501e-07,0.000000000000000000e+00
7.499999999999999722e-03,-3.119436884601148718e-07,0.000000000000000000e+00
7.499999999999999722e-03,-3.379389958317910935e-07,0.000000000000000000e+00
7.499999999999999722e-03,-3.639343032034673151e-07,0.000000000000000000e+00
7.499999999999999722e-03,-3.899296105751435368e-07,0.000000000000000000e+00
7.499999999999999722e-03,-4.159249179468197585e-07,0.000000000000000000e+00
7.499999999999999722e-03,-4.419202253184959801e-07,0.000000000000000000e+00
7.499999999999999722e-03,-4.679155326901722018e-07,0.000000000000000000e+00
7.499999999999999722e-03,-4.939108400618484235e-07,0.000000000000000000e+00
7.499999999999999722e-03,-5.199061474335246451e-07,0.000000000000000000e+00
7.499999999999999722e-03,-5.459014548052008668e-07,0.000000000000000000e+00
7.499999999999999722e-03,-5.718967621768770885e-07,0.000000000000000000e+00
7.499999999999999722e-03,-5.978920695485533101e-07,0.000000000000000000e+00
7.499999999999999722e-03,-6.238873769202295318e-07,0.000000000000000000e+00
7.499999999999999722e-03,-6.498826842919057535e-07,0.000000000000000000e+00
7.499999999999999722e-03,-6.758779916635819751e-07,0.000000000000000000e+00
7.499999999999999722e-03,-7.018732990352581968e-07,0.000000000000000000e+00
7.499999999999999722e-03,-7.278686064069344185e-07,0.000000000000000000e+00
7.499999999999999722e-03,-7.538639137786106402e-07,0.000000000000000000e+00
7.499999999999999722e-03,-7.798592211502868618e-07,0.000000000000000000e+00
7.499999999999999722e-03,-8.058545285219630835e-07,0.000000000000000000e+00
7.499999999999999722e-03,-8.318498358936393052e-07,0.000000000000000000e+00
7.499999999999999722e-03,-8.578451432653155268e-07,0.000000000000000000e+00
7.499999999999999722e-03,-8.838404506369917485e-07,0.000000000000000000e+00
7.499999999999999722e-03,-9.098357580086679702e-07,0.000000000000000000e+00
7.499999999999999722e-03,-9.358310653803441918e-07,0.000000000000000000e+00
7.499999999999999722e-03,-9.618263727520204135e-07,0.000000000000000000e+00
7.499999999999999722e-03,-9.878216801236966352e-07,0.000000000000000000e+00
7.499999999999999722e-03,-1.013816987495372857e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.039812294867049079e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.065807602238725300e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.091802909610401522e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.117798216982077744e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.143793524353753965e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.169788831725430187e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.195784139097106409e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.221779446468782630e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.247774753840458852e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.273770061212135074e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.299765368583811295e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.325760675955487517e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.351755983327163739e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.377751290698839960e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.403746598070516182e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.429741905442192404e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.455737212813868625e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.481732520185544847e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.507727827557221069e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.533723134928897290e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.559718442300573512e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.585713749672249734e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.611709057043925955e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.637704364415602177e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.663699671787278399e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.689694979158954620e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.715690286530630842e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.741685593902307064e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.767680901273983285e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.793676208645659507e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.819671516017335729e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.845666823389011950e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.871662130760688172e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.897657438132364394e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.923652745504040827e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.949648052875717049e-06,0.000000000000000000e+00
7.499999999999999722e-03,-1.975643360247393270e-06,0.000000000000000000e+00
7.499999999999999722e-03,-2.001638667619069492e-06,0.000000000000000000e+00
